gene_id,DRR316901,DRR316902,DRR316903,DRR316904,DRR316905,DRR316906
gene-ptpra|ptpra,0,0,0,0,0,0
gene-cuta|cuta,0,0,0,0,0,0
gene-phf1|phf1,0,0,0,0,0,0
gene-LOC100486535|LOC100486535,0,0,0,0,0,0
gene-slc39a7|slc39a7,0,0,0,0,0,0
gene-hsd17b8|hsd17b8,0,0,0,0,0,0
gene-ring1|ring1,0,0,0,0,0,0
gene-vps52|vps52,0,0,0,0,0,0
gene-rps18|rps18,0,0,0,0,0,0
gene-wdr46|wdr46,0,0,0,0,0,0
gene-b3galt4|b3galt4,0,0,0,0,0,0
gene-pfdn6|pfdn6,0,0,0,0,0,0
gene-rgl2|rgl2,0,0,0,0,0,0
gene-tapbp|tapbp,0,0,0,0,0,0
gene-zbtb22|zbtb22,0,0,0,0,0,0
gene-daxx|daxx,0,0,0,0,0,0
gene-kifc1|kifc1,0,0,0,0,0,0
gene-MGC147402|MGC147402,0,0,0,0,0,0
gene-rxrb|rxrb,0,0,0,0,0,0
gene-col11a2|col11a2,0,0,0,0,0,0
gene-LOC100145508|LOC100145508,0,0,0,0,0,0
gene-LOC100487257|LOC100487257,0,0,0,0,0,0
gene-LOC116406904|LOC116406904,0,0,0,0,0,0
gene-LOC116406905|LOC116406905,0,0,0,0,0,0
gene-hla-dqa1|hla-dqa1,0,0,0,0,0,0
gene-brd2|brd2,0,0,0,0,0,0
gene-mhc2a|mhc2a,0,0,0,0,0,0
gene-LOC100495183|LOC100495183,0,0,0,0,0,0
gene-hla-a|hla-a,0,0,0,0,0,0
gene-LOC116406901|LOC116406901,0,0,0,0,0,0
gene-LOC108647455|LOC108647455,0,0,0,0,0,0
gene-psmb9|psmb9,0,0,0,0,0,0
gene-LOC100485711|LOC100485711,0,0,0,0,0,0
gene-tap1|tap1,0,0,0,0,0,0
gene-LOC116406716|LOC116406716,0,0,0,0,0,0
gene-LOC100488859|LOC100488859,0,0,0,0,0,0
gene-notch4|notch4,0,0,0,0,0,0
gene-gpsm3|gpsm3,0,0,0,0,0,0
gene-rnf5|rnf5,0,0,0,0,0,0
gene-agpat1|agpat1,0,0,0,0,0,0
gene-egfl8|egfl8,0,0,0,0,0,0
gene-c4a|c4a,0,0,0,0,0,0
gene-psmb7.2|psmb7.2,0,0,0,0,0,0
gene-cenpa|cenpa,0,0,0,0,0,0
gene-cyp21a2.1|cyp21a2.1,0,0,0,0,0,0
gene-tnxb|tnxb,0,0,0,0,0,0
gene-atf6b|atf6b,0,0,0,0,0,0
gene-LOC105948184|LOC105948184,0,0,0,0,0,0
gene-prrt1|prrt1,0,0,0,0,0,0
gene-LOC105948216|LOC105948216,0,0,0,0,0,0
gene-crat|crat,0,0,0,0,0,0
gene-ppt2|ppt2,0,0,0,0,0,0
gene-LOC100488374|LOC100488374,0,0,0,0,0,0
gene-slc44a4|slc44a4,0,0,0,0,0,0
gene-ehmt2|ehmt2,0,0,0,0,0,0
gene-zbtb12|zbtb12,0,0,0,0,0,0
gene-c2|c2,0,0,0,0,0,0
gene-nelfe|nelfe,0,0,0,0,0,0
gene-skiv2l|skiv2l,0,0,0,0,0,0
gene-cfb|cfb,0,0,0,0,0,0
gene-atp6v1g2|atp6v1g2,0,0,0,0,0,0
gene-neu1|neu1,0,0,0,0,0,0
gene-stk19|stk19,0,0,0,0,0,0
gene-dxo|dxo,0,0,0,0,0,0
gene-ddx39b|ddx39b,0,0,0,0,0,0
gene-LOC100486098|LOC100486098,0,0,0,0,0,0
gene-c8h6orf47|c8h6orf47,0,0,0,0,0,0
gene-apom|apom,0,0,0,0,0,0
gene-bag6|bag6,0,0,0,0,0,0
gene-LOC116407064|LOC116407064,0,0,0,0,0,0
gene-rgs3|rgs3,0,0,0,0,0,0
gene-ltb|ltb,0,0,0,0,0,0
gene-tnf|tnf,0,0,0,0,0,0
gene-lta|lta,0,0,0,0,0,0
gene-LOC101731692|LOC101731692,0,0,0,0,0,0
gene-LOC100486352|LOC100486352,0,0,0,0,0,0
gene-nfkbil1|nfkbil1,0,0,0,0,0,0
gene-LOC116407051|LOC116407051,0,0,0,0,0,0
gene-gpank1|gpank1,0,0,0,0,0,0
gene-csnk2b|csnk2b,0,0,0,0,0,0
gene-ly6g6c|ly6g6c,0,0,0,0,0,0
gene-LOC100487364|LOC100487364,0,0,0,0,0,0
gene-LOC116406936|LOC116406936,0,0,0,0,0,0
gene-abhd16a|abhd16a,0,0,0,0,0,0
gene-LOC105948251|LOC105948251,0,0,0,0,0,0
gene-sapcd1|sapcd1,0,0,0,0,0,0
gene-msh5|msh5,0,0,0,0,0,0
gene-clic1|clic1,0,0,0,0,0,0
gene-ctgfl|ctgfl,0,0,0,0,0,0
gene-ddah2|ddah2,0,0,0,0,0,0
gene-LOC105948211|LOC105948211,0,0,0,0,0,0
gene-vwa7|vwa7,0,0,0,0,0,0
gene-vars1|vars1,0,0,0,0,0,0
gene-lsm2|lsm2,0,0,0,0,0,0
gene-hsp70|hsp70,0,0,0,0,0,0
gene-npdc1.2|npdc1.2,0,0,0,0,0,0
gene-tcf19|tcf19,0,0,0,0,0,0
gene-cchcr1|cchcr1,0,0,0,0,0,0
gene-mdc1|mdc1,0,0,0,0,0,0
gene-tubb|tubb,0,0,0,0,0,0
gene-flot1|flot1,0,0,0,0,0,0
gene-LOC101735282|LOC101735282,0,0,0,0,0,0
gene-ddr1|ddr1,0,0,0,0,0,0
gene-gnl1|gnl1,0,0,0,0,0,0
gene-abcf1|abcf1,0,0,0,0,0,0
gene-c6orf136|c6orf136,0,0,0,0,0,0
gene-atat1|atat1,0,0,0,0,0,0
gene-LOC116406586|LOC116406586,0,0,0,0,0,0
gene-ppp1r10|ppp1r10,0,0,0,0,0,0
gene-mrps18b|mrps18b,0,0,0,0,0,0
gene-dhx16|dhx16,0,0,0,0,0,0
gene-ppp1r18|ppp1r18,0,0,0,0,0,0
gene-nrm|nrm,0,0,0,0,0,0
gene-trnak-cuu-83|trnak-cuu,0,0,0,0,0,0
gene-LOC116406789|LOC116406789,0,0,0,0,0,0
gene-LOC116406909|LOC116406909,0,0,0,0,0,0
gene-LOC116406915|LOC116406915,0,0,0,0,0,0
gene-LOC116406790|LOC116406790,0,0,0,0,0,0
gene-LOC116406894|LOC116406894,0,0,0,0,0,0
gene-LOC100492398|LOC100492398,0,0,0,0,0,0
gene-vars2|vars2,0,0,0,0,0,0
gene-agbl5|agbl5,0,0,0,0,0,0
gene-LOC100492742|LOC100492742,0,0,0,0,0,0
gene-znf383|znf383,0,0,0,0,0,0
gene-znf160|znf160,0,0,0,0,0,0
gene-wdr62|wdr62,0,0,0,0,0,0
gene-mvb12a|mvb12a,0,0,0,0,0,0
gene-LOC108648388|LOC108648388,0,0,0,0,0,0
gene-LOC100497863|LOC100497863,0,0,0,0,0,0
gene-LOC100498016|LOC100498016,0,0,0,0,0,0
gene-fancf|fancf,0,0,0,0,0,0
gene-LOC100497555|LOC100497555,0,0,0,0,0,0
gene-lrfn3|lrfn3,0,0,0,0,0,0
gene-LOC108645537|LOC108645537,0,0,0,0,0,0
gene-sycn|sycn,0,0,0,0,0,0
gene-dhx34|dhx34,0,0,0,0,0,0
gene-c5ar1|c5ar1,0,0,0,0,0,0
gene-inafm1|inafm1,0,0,0,0,0,0
gene-ccdc9|ccdc9,0,0,0,0,0,0
gene-LOC100487575|LOC100487575,0,0,0,0,0,0
gene-sae1|sae1,0,0,0,0,0,0
gene-zc3h4|zc3h4,0,0,0,0,0,0
gene-LOC100124990|LOC100124990,0,0,0,0,0,0
gene-ppp1r14a|ppp1r14a,0,0,0,0,0,0
gene-spint2|spint2,0,0,0,0,0,0
gene-LOC100488529|LOC100488529,0,0,0,0,0,0
gene-c19orf33|c19orf33,0,0,0,0,0,0
gene-yif1b|yif1b,0,0,0,0,0,0
gene-kcnk6|kcnk6,0,0,0,0,0,0
gene-LOC116406775|LOC116406775,0,0,0,0,0,0
gene-hhipl1l|hhipl1l,0,0,0,0,0,0
gene-zfyve1l|zfyve1l,0,0,0,0,0,0
gene-LOC116406698|LOC116406698,0,0,0,0,0,0
gene-dpf1|dpf1,0,0,0,0,0,0
gene-sipa1l3|sipa1l3,0,0,0,0,0,0
gene-map3k10|map3k10,0,0,0,0,0,0
gene-ttc9b|ttc9b,0,0,0,0,0,0
gene-LOC116406758|LOC116406758,0,0,0,0,0,0
gene-cntd2|cntd2,0,0,0,0,0,0
gene-akt2|akt2,0,0,0,0,0,0
gene-ltbp4|ltbp4,0,0,0,0,0,0
gene-LOC101734989|LOC101734989,0,0,0,0,0,0
gene-pld3|pld3,0,0,0,0,0,0
gene-blvrb|blvrb,0,0,0,0,0,0
gene-c19orf47|c19orf47,0,0,0,0,0,0
gene-esrrgr|esrrgr,0,0,0,0,0,0
gene-LOC101735137|LOC101735137,0,0,0,0,0,0
gene-shkbp1|shkbp1,0,0,0,0,0,0
gene-LOC733726|LOC733726,0,0,0,0,0,0
gene-MGC69520|MGC69520,0,0,0,0,0,0
gene-sptbn4|sptbn4,0,0,0,0,0,0
gene-LOC116406791|LOC116406791,0,0,0,0,0,0
gene-LOC116406681|LOC116406681,0,0,0,0,0,0
gene-sertad3|sertad3,0,0,0,0,0,0
gene-sertad1|sertad1,0,0,0,0,0,0
gene-LOC116406728|LOC116406728,0,0,0,0,0,0
gene-LOC100487262|LOC100487262,0,0,0,0,0,0
gene-LOC100487568|LOC100487568,0,0,0,0,0,0
gene-prx|prx,0,0,0,0,0,0
gene-numbl|numbl,0,0,0,0,0,0
gene-coq8b|coq8b,0,0,0,0,0,0
gene-itpkc|itpkc,0,0,0,0,0,0
gene-c19orf54|c19orf54,0,0,0,0,0,0
gene-snrpa|snrpa,0,0,0,0,0,0
gene-mia|mia,0,0,0,0,0,0
gene-rhou|rhou,0,0,0,0,0,0
gene-rab4b|rab4b,0,0,0,0,0,0
gene-egln2|egln2,0,0,0,0,0,0
gene-LOC116406634|LOC116406634,0,0,0,0,0,0
gene-LOC116406636|LOC116406636,0,0,0,0,0,0
gene-LOC116406635|LOC116406635,0,0,0,0,0,0
gene-cyp2a6.10|cyp2a6.10,0,0,0,0,0,0
gene-cyp2a6.9|cyp2a6.9,0,0,0,0,0,0
gene-cyp2a6.8|cyp2a6.8,0,0,0,0,0,0
gene-cyp2a6.7|cyp2a6.7,0,0,0,0,0,0
gene-cyp2a6.6|cyp2a6.6,0,0,0,0,0,0
gene-cyp2a6.5|cyp2a6.5,0,0,0,0,0,0
gene-cyp2a6.4|cyp2a6.4,0,0,0,0,0,0
gene-cyp2a6.3|cyp2a6.3,0,0,0,0,0,0
gene-cyp2a6.2|cyp2a6.2,0,0,0,0,0,0
gene-cyp2a6.1|cyp2a6.1,0,0,0,0,0,0
gene-LOC100497503|LOC100497503,0,0,0,0,0,0
gene-LOC116406637|LOC116406637,0,0,0,0,0,0
gene-LOC100497808|LOC100497808,0,0,0,0,0,0
gene-MGC69353|MGC69353,0,0,0,0,0,0
gene-cyp2g1p|cyp2g1p,0,0,0,0,0,0
gene-LOC101730692|LOC101730692,0,0,0,0,0,0
gene-axl|axl,0,0,0,0,0,0
gene-olfm4|olfm4,0,0,0,0,0,0
gene-LOC100498119|LOC100498119,0,0,0,0,0,0
gene-hnrnpul1|hnrnpul1,0,0,0,0,0,0
gene-ccdc97|ccdc97,0,0,0,0,0,0
gene-tgfb1|tgfb1,0,0,0,0,0,0
gene-b9d2|b9d2,0,0,0,0,0,0
gene-tmem91|tmem91,0,0,0,0,0,0
gene-exosc5|exosc5,0,0,0,0,0,0
gene-bckdha|bckdha,0,0,0,0,0,0
gene-dmac2|dmac2,0,0,0,0,0,0
gene-prss16|prss16,0,0,0,0,0,0
gene-crx|crx,0,0,0,0,0,0
gene-selenow1|selenow1,0,0,0,0,0,0
gene-LOC100485697|LOC100485697,0,0,0,0,0,0
gene-LOC100494762|LOC100494762,0,0,0,0,0,0
gene-nop53|nop53,0,0,0,0,0,0
gene-ehd2|ehd2,0,0,0,0,0,0
gene-LOC100494922|LOC100494922,0,0,0,0,0,0
gene-LOC100495980|LOC100495980,0,0,0,0,0,0
gene-napa|napa,0,0,0,0,0,0
gene-kptn|kptn,0,0,0,0,0,0
gene-slc8a2|slc8a2,0,0,0,0,0,0
gene-meis3|meis3,0,0,0,0,0,0
gene-psmd8|psmd8,0,0,0,0,0,0
gene-spred3|spred3,0,0,0,0,0,0
gene-fam98a|fam98a,0,0,0,0,0,0
gene-rasgrp4|rasgrp4,0,0,0,0,0,0
gene-arhgap11a.2|arhgap11a.2,0,0,0,0,0,0
gene-ryr1|ryr1,0,0,0,0,0,0
gene-map4k1|map4k1,0,0,0,0,0,0
gene-tspan15|tspan15,0,0,0,0,0,0
gene-eif3k|eif3k,0,0,0,0,0,0
gene-clip3|clip3,0,0,0,0,0,0
gene-alkbh6|alkbh6,0,0,0,0,0,0
gene-syne4|syne4,0,0,0,0,0,0
gene-lgals4.1|lgals4.1,0,0,0,0,0,0
gene-ech1|ech1,0,0,0,0,0,0
gene-LOC100487695|LOC100487695,0,0,0,0,0,0
gene-hnrnpl|hnrnpl,0,0,0,0,0,0
gene-arf6|arf6,0,0,0,0,0,0
gene-lgals4.2|lgals4.2,0,0,0,0,0,0
gene-capn12|capn12,0,0,0,0,0,0
gene-LOC100144987|LOC100144987,0,0,0,0,0,0
gene-ccer2|ccer2,0,0,0,0,0,0
gene-sars2|sars2,0,0,0,0,0,0
gene-fbxo27|fbxo27,0,0,0,0,0,0
gene-mrps12|mrps12,0,0,0,0,0,0
gene-acp7|acp7,0,0,0,0,0,0
gene-LOC116406718|LOC116406718,0,0,0,0,0,0
gene-pak4|pak4,0,0,0,0,0,0
gene-nccrp1|nccrp1,0,0,0,0,0,0
gene-LOC100486753|LOC100486753,0,0,0,0,0,0
gene-lrfn1.2|lrfn1.2,0,0,0,0,0,0
gene-LOC116407393|LOC116407393,0,0,0,0,0,0
gene-lrfn1.1|lrfn1.1,0,0,0,0,0,0
gene-LOC116406743|LOC116406743,0,0,0,0,0,0
gene-LOC116407078|LOC116407078,0,0,0,0,0,0
gene-gmfg|gmfg,0,0,0,0,0,0
gene-samd4b|samd4b,0,0,0,0,0,0
gene-paf1|paf1,0,0,0,0,0,0
gene-med29|med29,0,0,0,0,0,0
gene-zfp36|zfp36,0,0,0,0,0,0
gene-LOC734009|LOC734009,0,0,0,0,0,0
gene-plekhg2|plekhg2,0,0,0,0,0,0
gene-supt5h|supt5h,0,0,0,0,0,0
gene-LOC101734966|LOC101734966,0,0,0,0,0,0
gene-ifnl3|ifnl3,0,0,0,0,0,0
gene-LOC101734074|LOC101734074,0,0,0,0,0,0
gene-LOC100329164|LOC100329164,0,0,0,0,0,0
gene-il28b.1|il28b.1,0,0,0,0,0,0
gene-timm50|timm50,0,0,0,0,0,0
gene-dlc|dlc,0,0,0,0,0,0
gene-adad2|adad2,0,0,0,0,0,0
gene-capns2|capns2,0,0,0,0,0,0
gene-LOC100491227|LOC100491227,0,0,0,0,0,0
gene-cox7a1|cox7a1,0,0,0,0,0,0
gene-mrpl17|mrpl17,0,0,0,0,0,0
gene-znf410|znf410,0,0,0,0,0,0
gene-fam161b|fam161b,0,0,0,0,0,0
gene-coq6|coq6,0,0,0,0,0,0
gene-entpd5|entpd5,0,0,0,0,0,0
gene-bbof1|bbof1,0,0,0,0,0,0
gene-aldh6a1|aldh6a1,0,0,0,0,0,0
gene-lin52|lin52,0,0,0,0,0,0
gene-vsx2|vsx2,0,0,0,0,0,0
gene-abcd4|abcd4,0,0,0,0,0,0
gene-isca2|isca2,0,0,0,0,0,0
gene-npc2|npc2,0,0,0,0,0,0
gene-arel1|arel1,0,0,0,0,0,0
gene-fcf1|fcf1,0,0,0,0,0,0
gene-ylpm1|ylpm1,0,0,0,0,0,0
gene-LOC105948142|LOC105948142,0,0,0,0,0,0
gene-dlst|dlst,0,0,0,0,0,0
gene-rps6kl1|rps6kl1,0,0,0,0,0,0
gene-eif2b2|eif2b2,0,0,0,0,0,0
gene-mlh3|mlh3,0,0,0,0,0,0
gene-acyp1|acyp1,0,0,0,0,0,0
gene-zc2hc1c|zc2hc1c,0,0,0,0,0,0
gene-nek9|nek9,0,0,0,0,0,0
gene-fos|fos,0,0,0,0,0,0
gene-LOC116406694|LOC116406694,0,0,0,0,0,0
gene-tmed10|tmed10,0,0,0,0,0,0
gene-batf|batf,0,0,0,0,0,0
gene-flvcr2|flvcr2,0,0,0,0,0,0
gene-erg28|erg28,0,0,0,0,0,0
gene-ttll5|ttll5,0,0,0,0,0,0
gene-ift43|ift43,0,0,0,0,0,0
gene-esrrb|esrrb,0,0,0,0,0,0
gene-vash1|vash1,0,0,0,0,0,0
gene-angel1|angel1,0,0,0,0,0,0
gene-lrrc74a|lrrc74a,0,0,0,0,0,0
gene-irf2bpl|irf2bpl,0,0,0,0,0,0
gene-LOC101730460|LOC101730460,0,0,0,0,0,0
gene-cipc|cipc,0,0,0,0,0,0
gene-zdhhc22|zdhhc22,0,0,0,0,0,0
gene-tmem63c|tmem63c,0,0,0,0,0,0
gene-LOC116407371|LOC116407371,0,0,0,0,0,0
gene-ngb|ngb,0,0,0,0,0,0
gene-pomt2|pomt2,0,0,0,0,0,0
gene-gstz1|gstz1,0,0,0,0,0,0
gene-LOC100490271|LOC100490271,0,0,0,0,0,0
gene-tmed8|tmed8,0,0,0,0,0,0
gene-ahsa1|ahsa1,0,0,0,0,0,0
gene-vipas39|vipas39,0,0,0,0,0,0
gene-noxred1|noxred1,0,0,0,0,0,0
gene-samd15|samd15,0,0,0,0,0,0
gene-ism2|ism2,0,0,0,0,0,0
gene-sptlc2|sptlc2,0,0,0,0,0,0
gene-alkbh1|alkbh1,0,0,0,0,0,0
gene-slirp|slirp,0,0,0,0,0,0
gene-snw1|snw1,0,0,0,0,0,0
gene-adck1|adck1,0,0,0,0,0,0
gene-nrxn3|nrxn3,0,4,0,0,7,9
gene-LOC108648355|LOC108648355,0,0,0,0,0,0
gene-dio2|dio2,0,0,0,0,0,0
gene-cep128|cep128,0,0,0,0,0,0
gene-tshr|tshr,0,0,0,0,0,0
gene-gtf2a1|gtf2a1,0,0,0,0,0,0
gene-LOC100492667|LOC100492667,0,0,0,0,0,0
gene-sel1l|sel1l,0,0,0,0,0,0
gene-LOC116406667|LOC116406667,0,0,0,0,0,0
gene-LOC105948214|LOC105948214,0,0,0,0,0,0
gene-LOC116406958|LOC116406958,0,0,0,0,0,0
gene-LOC108648384|LOC108648384,0,0,0,0,0,0
gene-flrt2|flrt2,0,0,0,0,0,0
gene-LOC108648321|LOC108648321,0,0,0,0,0,0
gene-LOC105945812|LOC105945812,0,0,0,0,0,0
gene-galc|galc,0,0,0,0,0,0
gene-gpr65|gpr65,0,0,0,0,0,0
gene-kcnk10|kcnk10,0,0,0,0,0,0
gene-spata7|spata7,0,0,0,0,0,0
gene-ptpn21|ptpn21,0,0,0,0,0,0
gene-zc3h14|zc3h14,0,0,0,0,0,0
gene-eml5|eml5,0,0,0,0,0,0
gene-ttc8|ttc8,0,0,0,0,0,0
gene-LOC100498621|LOC100498621,0,0,0,0,0,0
gene-LOC105948085|LOC105948085,0,0,0,0,0,0
gene-LOC100145328|LOC100145328,0,0,0,0,0,0
gene-foxn3|foxn3,0,0,0,0,0,0
gene-LOC116406792|LOC116406792,0,0,0,0,0,0
gene-efcab11|efcab11,0,0,0,0,0,0
gene-tdp1|tdp1,0,0,0,0,0,0
gene-kcnk13|kcnk13,0,0,0,0,0,0
gene-mrps10|mrps10,0,0,0,0,0,0
gene-psmc1|psmc1,0,0,0,0,0,0
gene-LOC100488881|LOC100488881,0,0,0,0,0,0
gene-nrde2|nrde2,0,0,0,0,0,0
gene-LOC101732164|LOC101732164,0,0,0,0,0,0
gene-LOC116406962|LOC116406962,0,0,0,0,0,0
gene-ttc7b|ttc7b,0,0,0,0,0,0
gene-rps6ka5|rps6ka5,0,0,0,0,0,0
gene-dglucy|dglucy,0,0,0,0,0,0
gene-gpr68|gpr68,0,0,0,0,0,0
gene-ccdc88c|ccdc88c,0,0,0,0,0,0
gene-ppp4r3a|ppp4r3a,0,0,0,0,0,0
gene-tc2n|tc2n,0,0,0,0,0,0
gene-fbln5|fbln5,0,0,0,0,0,0
gene-trip11|trip11,0,0,0,0,0,0
gene-LOC116406774|LOC116406774,0,0,0,0,0,0
gene-LOC116406773|LOC116406773,0,0,0,0,0,0
gene-atxn3|atxn3,0,0,0,0,0,0
gene-ndufb1|ndufb1,0,0,0,0,0,0
gene-cpsf2|cpsf2,0,0,0,0,0,0
gene-slc24a4|slc24a4,0,0,0,0,0,0
gene-rin3|rin3,0,0,0,0,0,0
gene-lgmn|lgmn,0,0,0,0,0,0
gene-golga5|golga5,0,0,0,0,0,0
gene-chga|chga,0,0,0,0,0,0
gene-itpk1|itpk1,0,0,0,0,0,0
gene-tmem251|tmem251,0,0,0,0,0,0
gene-gon7|gon7,0,0,0,0,0,0
gene-taf6l|taf6l,0,0,0,0,0,0
gene-tmem223|tmem223,0,0,0,0,0,0
gene-ubr7|ubr7,0,0,0,0,0,0
gene-spc25|spc25,0,0,0,0,0,0
gene-btbd7|btbd7,0,0,0,0,0,0
gene-LOC116406765|LOC116406765,0,0,0,0,0,0
gene-unc79|unc79,0,0,0,0,0,0
gene-prima1|prima1,0,0,0,0,0,0
gene-fam181a|fam181a,0,0,0,0,0,0
gene-asb2|asb2,0,0,0,0,0,0
gene-ccdc197|ccdc197,0,0,0,0,0,0
gene-otub2|otub2,0,0,0,0,0,0
gene-ddx24|ddx24,0,0,0,0,0,0
gene-ppp4r4|ppp4r4,0,0,0,0,0,0
gene-serpina10|serpina10,0,0,0,0,0,0
gene-LOC105948230|LOC105948230,0,0,0,0,0,0
gene-serpina3m|serpina3m,0,0,0,0,0,0
gene-LOC116406470|LOC116406470,0,0,0,0,0,0
gene-serpina3|serpina3,0,0,0,0,0,0
gene-serpina3k|serpina3k,0,0,0,0,0,0
gene-LOC100488834|LOC100488834,0,0,0,0,0,0
gene-serpina1|serpina1,0,0,0,0,0,0
gene-gsc|gsc,0,0,0,0,0,0
gene-dicer1|dicer1,0,0,0,0,0,0
gene-LOC101734286|LOC101734286,0,0,0,0,0,0
gene-clmn|clmn,0,0,0,0,0,0
gene-syne3|syne3,0,0,0,0,0,0
gene-thul16|thul16,0,0,0,0,0,0
gene-glrx5|glrx5,0,0,0,0,0,0
gene-LOC100487403|LOC100487403,0,0,0,0,0,0
gene-c8h14orf132|c8h14orf132,0,0,0,0,0,0
gene-bdkrb2|bdkrb2,0,0,0,0,0,0
gene-atg2b|atg2b,0,0,0,0,0,0
gene-gskip|gskip,0,0,0,0,0,0
gene-ak7|ak7,0,0,0,0,0,0
gene-papola|papola,0,0,0,0,0,0
gene-vrk1|vrk1,0,0,0,0,0,0
gene-LOC116406558|LOC116406558,0,0,0,0,0,0
gene-LOC105948166|LOC105948166,0,0,0,0,0,0
gene-setd3|setd3,0,0,0,0,0,0
gene-ccnk|ccnk,0,0,0,0,0,0
gene-ccdc85c|ccdc85c,0,0,0,0,0,0
gene-hhipl1|hhipl1,0,0,0,0,0,0
gene-cyp46a1.1|cyp46a1.1,0,0,0,0,0,0
gene-cyp46a1.2|cyp46a1.2,0,0,0,0,0,0
gene-cyp46a1.3|cyp46a1.3,0,0,0,0,0,0
gene-mia2|mia2,0,0,0,0,0,0
gene-fbxo33|fbxo33,0,0,0,0,0,0
gene-LOC116407047|LOC116407047,0,0,0,0,0,0
gene-lrfn5|lrfn5,0,0,0,0,0,0
gene-LOC116406780|LOC116406780,0,0,0,0,0,0
gene-LOC116406753|LOC116406753,0,0,0,0,0,0
gene-LOC116406963|LOC116406963,0,0,0,0,0,0
gene-togaram1|togaram1,0,0,0,0,0,0
gene-LOC100494403|LOC100494403,0,0,0,0,0,0
gene-prpf39.1|prpf39.1,0,0,0,0,0,0
gene-LOC116407421|LOC116407421,0,0,0,0,0,0
gene-c14orf28|c14orf28,0,0,0,0,0,0
gene-klhl28|klhl28,0,0,0,0,0,0
gene-fkbp3|fkbp3,0,0,0,0,0,0
gene-fancm|fancm,0,0,0,0,0,0
gene-LOC100493841|LOC100493841,0,0,0,0,0,0
gene-mis18bp1|mis18bp1,0,0,0,0,0,0
gene-LOC100145161|LOC100145161,0,0,0,0,0,0
gene-LOC101733637|LOC101733637,0,0,0,0,0,0
gene-cdkl1|cdkl1,0,0,0,0,0,0
gene-dmac2l|dmac2l,0,0,0,0,0,0
gene-l2hgdh|l2hgdh,0,0,0,0,0,0
gene-sos2|sos2,0,0,0,0,0,0
gene-map4k5|map4k5,0,0,0,0,0,0
gene-atl1|atl1,0,0,0,0,0,0
gene-sav1|sav1,0,0,0,0,0,0
gene-klhdc2|klhdc2,0,0,0,0,0,0
gene-klhdc1|klhdc1,0,0,0,0,0,0
gene-pole2|pole2,0,0,0,0,0,0
gene-dnaaf2|dnaaf2,0,0,0,0,0,0
gene-mgat2|mgat2,0,0,0,0,0,0
gene-lrr1|lrr1,0,0,0,0,0,0
gene-rps29|rps29,0,0,0,0,0,0
gene-LOC100498266|LOC100498266,0,0,0,0,0,0
gene-LOC101730673|LOC101730673,0,0,0,0,0,0
gene-mdga2|mdga2,0,0,0,0,0,0
gene-LOC108648399|LOC108648399,0,0,0,0,0,0
gene-LOC105948272|LOC105948272,0,0,0,0,0,0
gene-vcpkmt|vcpkmt,0,0,0,0,0,0
gene-arf6.2|arf6.2,0,0,0,0,0,0
gene-LOC116406955|LOC116406955,0,0,0,0,0,0
gene-psmc6|psmc6,0,0,0,0,0,0
gene-styx|styx,0,0,0,0,0,0
gene-gnpnat1|gnpnat1,0,0,0,0,0,0
gene-fermt2|fermt2,0,0,0,0,0,0
gene-ddhd1|ddhd1,0,0,0,0,0,0
gene-LOC116407065|LOC116407065,0,0,0,0,0,0
gene-cnih1|cnih1,0,0,0,0,0,0
gene-gmfb|gmfb,0,0,0,0,0,0
gene-cgrrf1|cgrrf1,0,0,0,0,0,0
gene-samd4a|samd4a,0,0,0,0,0,0
gene-gch1|gch1,0,0,0,0,0,0
gene-wdhd1|wdhd1,0,0,0,0,0,0
gene-socs4|socs4,0,0,0,0,0,0
gene-MGC89226|MGC89226,0,0,0,0,0,0
gene-ero1a|ero1a,0,0,0,0,0,0
gene-gpr137c|gpr137c,0,0,0,0,0,0
gene-txndc16|txndc16,0,0,0,0,0,0
gene-ptger2|ptger2,0,0,0,0,0,0
gene-ptgdr|ptgdr,0,0,0,0,0,0
gene-nid2|nid2,0,0,0,0,0,0
gene-rtraf|rtraf,0,0,0,0,0,0
gene-gng2|gng2,0,0,0,0,0,0
gene-frmd6|frmd6,0,0,0,0,0,0
gene-tmx1|tmx1,0,0,0,0,0,0
gene-trim9|trim9,0,0,0,0,0,0
gene-pygl|pygl,0,0,0,0,0,0
gene-abhd12b|abhd12b,0,0,0,0,0,0
gene-nin|nin,0,0,0,0,0,0
gene-pkdcc.1|pkdcc.1,0,0,0,0,0,0
gene-LOC116406877|LOC116406877,0,0,0,0,0,0
gene-eml2|eml2,0,0,0,0,0,0
gene-evl|evl,0,0,0,0,0,0
gene-degs2|degs2,0,0,0,0,0,0
gene-yy1|yy1,0,0,0,0,0,0
gene-LOC105945452|LOC105945452,0,0,0,0,0,0
gene-slc25a29|slc25a29,0,0,0,0,0,0
gene-slc25a47|slc25a47,0,0,0,0,0,0
gene-wars1|wars1,0,0,0,0,0,0
gene-wdr25|wdr25,0,0,0,0,0,0
gene-begain|begain,0,0,0,0,0,0
gene-LOC105948233|LOC105948233,0,0,0,0,0,0
gene-dlk1|dlk1,0,0,0,0,0,0
gene-dio3|dio3,0,0,0,0,0,0
gene-ppp2r5c|ppp2r5c,0,0,0,0,0,0
